subject_label_original	subject_label	subject_type	subject_final_label	subject_final_curie	subject_missing_final	predicate_raw	biolink_predicate	association_category	object_label_original	object_label	object_type	object_final_label	object_final_curie	object_missing_final	report_id	pmid	link	outcome
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Biventricular Hypertrophy	Biventricular Hypertrophy	PhenotypicFeature	Biventricular hypertrophy	HP:0200128	N	e8fbb1bd-43a9-4b29-8b4d-1fdc179574c7	34463117	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/e8fbb1bd-43a9-4b29-8b4d-1fdc179574c7	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Atrial Ectopy	Atrial Ectopy	PhenotypicFeature	Atrial arrhythmia	HP:0001692	N	e8fbb1bd-43a9-4b29-8b4d-1fdc179574c7	34463117	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/e8fbb1bd-43a9-4b29-8b4d-1fdc179574c7	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Macrocephaly	Macrocephaly	PhenotypicFeature	Macrocephaly	HP:0000256	N	e8fbb1bd-43a9-4b29-8b4d-1fdc179574c7	34463117	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/e8fbb1bd-43a9-4b29-8b4d-1fdc179574c7	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Widely Spaced Nipples	Widely Spaced Nipples	PhenotypicFeature	Wide intermamillary distance	HP:0006610	N	e8fbb1bd-43a9-4b29-8b4d-1fdc179574c7	34463117	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/e8fbb1bd-43a9-4b29-8b4d-1fdc179574c7	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Severe Left Main-Stem Bronchomalacia	Severe Left Main-Stem Bronchomalacia	PhenotypicFeature	Bronchomalacia	MONDO:0008888	N	e8fbb1bd-43a9-4b29-8b4d-1fdc179574c7	34463117	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/e8fbb1bd-43a9-4b29-8b4d-1fdc179574c7	
RAF1	RAF1	Gene	RAF1	NCBIGene:100737448	N	gene_associated_with_condition	biolink:gene_associated_with_condition	biolink:GeneToDiseaseAssociation	Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	e8fbb1bd-43a9-4b29-8b4d-1fdc179574c7	34463117	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/e8fbb1bd-43a9-4b29-8b4d-1fdc179574c7	
Adrenocorticotropic Hormone Therapy (ACTH)	Adrenocorticotropic Hormone Therapy (ACTH)	Drug	Corticotropin	CHEBI:3892	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
Adrenocorticotropic Hormone Therapy (ACTH)	Adrenocorticotropic Hormone Therapy (ACTH)	Drug	Corticotropin	CHEBI:3892	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Infantile spasms	Infantile spasms	PhenotypicFeature	Infantile spasms	HP:0012469	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	Patient’s condition was unchanged
Adrenocorticotropic Hormone Therapy (ACTH)	Adrenocorticotropic Hormone Therapy (ACTH)	Drug	Corticotropin	CHEBI:3892	N	has_adverse_events	biolink:has_adverse_event	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Hypertrophic cardiomyopathy and a decrease in left ventricular stroke volume from 10.5 to 5.9 mL	Hypertrophic cardiomyopathy and a decrease in left ventricular stroke volume from 10.5 to 5.9 mL	AdverseEvent	Hypertrophic cardiomyopathy	HP:0001639	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	Life-threatening
Adrenocorticotropic Hormone Therapy (ACTH)	Adrenocorticotropic Hormone Therapy (ACTH)	Drug	Corticotropin	CHEBI:3892	N	has_adverse_events	biolink:has_adverse_event	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Hypertrophic cardiomyopathy and a decrease in left ventricular stroke volume from 10.5 to 5.9 mL	Hypertrophic cardiomyopathy and a decrease in left ventricular stroke volume from 10.5 to 5.9 mL	AdverseEvent	Left ventricular ejection fraction decreased (finding)	SNOMED:722919003	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	Life-threatening
Vigabatrin	Vigabatrin	Drug	Vigabatrin	CHEBI:63638	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
Vigabatrin	Vigabatrin	Drug	Vigabatrin	CHEBI:63638	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Seizures	Seizures	PhenotypicFeature	Seizures	HP:0001250	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	Patient improved
Vigabatrin	Vigabatrin	Drug	Vigabatrin	CHEBI:63638	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Infantile spasms	Infantile spasms	PhenotypicFeature	Infantile spasms	HP:0012469	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	Patient improved
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Hypertrophic cardiomyopathy (without symptoms)	Hypertrophic cardiomyopathy (without symptoms)	PhenotypicFeature	hypertrophic cardiomyopathy	MONDO:0005045	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Pulmonary valvular stenosis	Pulmonary valvular stenosis	PhenotypicFeature	Valvular pulmonary stenosis	HP:0034350	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Septal defect (Atrial or Ventricular)	Septal defect (Atrial or Ventricular)	PhenotypicFeature	Abnormal cardiac septum morphology	HP:0001671	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Seizures	Seizures	PhenotypicFeature	Seizures	HP:0001250	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Hypsarrythmia on interictal EEG	Hypsarrythmia on interictal EEG	PhenotypicFeature	Hypsarrhythmia	HP:0002521	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Decrease in left ventricular stroke volume	Decrease in left ventricular stroke volume	PhenotypicFeature	Left ventricular ejection fraction decreased (finding)	SNOMED:722919003	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Poor oral intake of fluids	Poor oral intake of fluids	PhenotypicFeature	Reduced fluid intake	HP:0025382	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Infantile spasms	Infantile spasms	PhenotypicFeature	Infantile spasms	HP:0012469	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	1- and 5-minute Apgar scores were 4 and 6, respectively	1- and 5-minute Apgar scores were 4 and 6, respectively	PhenotypicFeature	Low APGAR score	HP:0030917	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Curly hair, sparse eyebrows, prominent forehead, and a small chin	Curly hair, sparse eyebrows, prominent forehead, and a small chin	PhenotypicFeature	Curly hair	HP:0002212	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Curly hair, sparse eyebrows, prominent forehead, and a small chin	Curly hair, sparse eyebrows, prominent forehead, and a small chin	PhenotypicFeature	Sparse eyebrow	HP:0045075	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Curly hair, sparse eyebrows, prominent forehead, and a small chin	Curly hair, sparse eyebrows, prominent forehead, and a small chin	PhenotypicFeature	Prominent forehead	HP:0011220	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Curly hair, sparse eyebrows, prominent forehead, and a small chin	Curly hair, sparse eyebrows, prominent forehead, and a small chin	PhenotypicFeature	Micrognathia	HP:0000347	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Generalized hypotonia	Generalized hypotonia	PhenotypicFeature	Generalized hypotonia	HP:0001290	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Generalized hyperpassivity	Generalized hyperpassivity	PhenotypicFeature	Joint hypermobility	HP:0001382	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Generalized hyperextensivity	Generalized hyperextensivity	PhenotypicFeature	Joint hypermobility	HP:0001382	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Eczema	Eczema	PhenotypicFeature	atopic eczema	MONDO:0004980	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
BRAF	BRAF	Gene	BRAF	NCBIGene:673	N	gene_associated_with_condition	biolink:gene_associated_with_condition	biolink:GeneToDiseaseAssociation	CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
Trametinib	Trametinib	Drug	Trametinib	CHEBI:75998	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Costello Syndrome	Costello Syndrome	Disease	Costello syndrome	MONDO:0009026	N	7e937c08-1c12-4070-8844-ba936624e6ef		https://cure.ncats.io/explore/costello-syndrome/case-reports/case-details/7e937c08-1c12-4070-8844-ba936624e6ef	
Trametinib	Trametinib	Drug	Trametinib	CHEBI:75998	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Hypertrophic cardiomyopathy (with symptoms)	Hypertrophic cardiomyopathy (with symptoms)	PhenotypicFeature	hypertrophic cardiomyopathy	MONDO:0005045	N	7e937c08-1c12-4070-8844-ba936624e6ef		https://cure.ncats.io/explore/costello-syndrome/case-reports/case-details/7e937c08-1c12-4070-8844-ba936624e6ef	Patient improved
Trametinib	Trametinib	Drug	Trametinib	CHEBI:75998	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	hypoglycemia	hypoglycemia	PhenotypicFeature	hypoglycemia	MONDO:0004946	N	7e937c08-1c12-4070-8844-ba936624e6ef		https://cure.ncats.io/explore/costello-syndrome/case-reports/case-details/7e937c08-1c12-4070-8844-ba936624e6ef	Patient fully recovered
Trametinib	Trametinib	Drug	Trametinib	CHEBI:75998	N	has_adverse_events	biolink:has_adverse_event	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Rhabdomyolysis	Rhabdomyolysis	AdverseEvent	Rhabdomyolysis	HP:0003201	N	7e937c08-1c12-4070-8844-ba936624e6ef		https://cure.ncats.io/explore/costello-syndrome/case-reports/case-details/7e937c08-1c12-4070-8844-ba936624e6ef	Hospitalization (initial or prolonged); Non-serious Medical Event Not Requiring Intervention
Costello Syndrome	Costello Syndrome	Disease	Costello syndrome	MONDO:0009026	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Hypertrophic cardiomyopathy (with symptoms)	Hypertrophic cardiomyopathy (with symptoms)	PhenotypicFeature	hypertrophic cardiomyopathy	MONDO:0005045	N	7e937c08-1c12-4070-8844-ba936624e6ef		https://cure.ncats.io/explore/costello-syndrome/case-reports/case-details/7e937c08-1c12-4070-8844-ba936624e6ef	
Costello Syndrome	Costello Syndrome	Disease	Costello syndrome	MONDO:0009026	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Pulmonary valvular stenosis	Pulmonary valvular stenosis	PhenotypicFeature	Valvular pulmonary stenosis	HP:0034350	N	7e937c08-1c12-4070-8844-ba936624e6ef		https://cure.ncats.io/explore/costello-syndrome/case-reports/case-details/7e937c08-1c12-4070-8844-ba936624e6ef	
Costello Syndrome	Costello Syndrome	Disease	Costello syndrome	MONDO:0009026	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	hypoglycemia	hypoglycemia	PhenotypicFeature	hypoglycemia	MONDO:0004946	N	7e937c08-1c12-4070-8844-ba936624e6ef		https://cure.ncats.io/explore/costello-syndrome/case-reports/case-details/7e937c08-1c12-4070-8844-ba936624e6ef	
Costello Syndrome	Costello Syndrome	Disease	Costello syndrome	MONDO:0009026	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	presumed lymphatic dysfunction, respiratory failure	presumed lymphatic dysfunction, respiratory failure	PhenotypicFeature	Somatic dysfunction (finding)	SNOMED:47135001	N	7e937c08-1c12-4070-8844-ba936624e6ef		https://cure.ncats.io/explore/costello-syndrome/case-reports/case-details/7e937c08-1c12-4070-8844-ba936624e6ef	
Costello Syndrome	Costello Syndrome	Disease	Costello syndrome	MONDO:0009026	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	presumed lymphatic dysfunction, respiratory failure	presumed lymphatic dysfunction, respiratory failure	PhenotypicFeature	respiratory failure	MONDO:0021113	N	7e937c08-1c12-4070-8844-ba936624e6ef		https://cure.ncats.io/explore/costello-syndrome/case-reports/case-details/7e937c08-1c12-4070-8844-ba936624e6ef	
HRAS	HRAS	Gene	HRAS	NCBIGene:110259208	N	gene_associated_with_condition	biolink:gene_associated_with_condition	biolink:GeneToDiseaseAssociation	Costello Syndrome	Costello Syndrome	Disease	Costello syndrome	MONDO:0009026	N	7e937c08-1c12-4070-8844-ba936624e6ef		https://cure.ncats.io/explore/costello-syndrome/case-reports/case-details/7e937c08-1c12-4070-8844-ba936624e6ef	
Trametinib	Trametinib	Drug	Trametinib	CHEBI:75998	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	55e9d96a-33c4-4999-b7e2-57eda449cad0	36184070	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/55e9d96a-33c4-4999-b7e2-57eda449cad0	
Trametinib	Trametinib	Drug	Trametinib	CHEBI:75998	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Hypertrophic cardiomyopathy (with symptoms)	Hypertrophic cardiomyopathy (with symptoms)	PhenotypicFeature	hypertrophic cardiomyopathy	MONDO:0005045	N	55e9d96a-33c4-4999-b7e2-57eda449cad0	36184070	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/55e9d96a-33c4-4999-b7e2-57eda449cad0	Patient fully recovered
Trametinib	Trametinib	Drug	Trametinib	CHEBI:75998	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Right Ventricular Outflow Tract Obstruction (RVOTO)	Right Ventricular Outflow Tract Obstruction (RVOTO)	PhenotypicFeature	Right ventricular outlet tract obstruction	HP:0001705	N	55e9d96a-33c4-4999-b7e2-57eda449cad0	36184070	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/55e9d96a-33c4-4999-b7e2-57eda449cad0	Patient improved
Trametinib	Trametinib	Drug	Trametinib	CHEBI:75998	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Difficulty gaining weight	Difficulty gaining weight	PhenotypicFeature	Poor weight gain	HP:0001824	N	55e9d96a-33c4-4999-b7e2-57eda449cad0	36184070	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/55e9d96a-33c4-4999-b7e2-57eda449cad0	Patient improved
Trametinib	Trametinib	Drug	Trametinib	CHEBI:75998	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Short stature	Short stature	PhenotypicFeature	Short stature	HP:0004322	N	55e9d96a-33c4-4999-b7e2-57eda449cad0	36184070	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/55e9d96a-33c4-4999-b7e2-57eda449cad0	Patient improved
Trametinib	Trametinib	Drug	Trametinib	CHEBI:75998	N	has_adverse_events	biolink:has_adverse_event	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Rash	Rash	AdverseEvent	Skin rash	HP:0000988	N	55e9d96a-33c4-4999-b7e2-57eda449cad0	36184070	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/55e9d96a-33c4-4999-b7e2-57eda449cad0	Non-serious Medical Event Not Requiring Intervention
Trametinib	Trametinib	Drug	Trametinib	CHEBI:75998	N	has_adverse_events	biolink:has_adverse_event	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Dry Skin	Dry Skin	AdverseEvent	Dry skin	HP:0000958	N	55e9d96a-33c4-4999-b7e2-57eda449cad0	36184070	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/55e9d96a-33c4-4999-b7e2-57eda449cad0	Non-serious Medical Event Not Requiring Intervention
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Hypertrophic cardiomyopathy (with symptoms)	Hypertrophic cardiomyopathy (with symptoms)	PhenotypicFeature	hypertrophic cardiomyopathy	MONDO:0005045	N	55e9d96a-33c4-4999-b7e2-57eda449cad0	36184070	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/55e9d96a-33c4-4999-b7e2-57eda449cad0	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Pulmonary valvular stenosis	Pulmonary valvular stenosis	PhenotypicFeature	Valvular pulmonary stenosis	HP:0034350	N	55e9d96a-33c4-4999-b7e2-57eda449cad0	36184070	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/55e9d96a-33c4-4999-b7e2-57eda449cad0	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Right Ventricular Outflow Tract Obstruction (RVOTO)	Right Ventricular Outflow Tract Obstruction (RVOTO)	PhenotypicFeature	Right ventricular outlet tract obstruction	HP:0001705	N	55e9d96a-33c4-4999-b7e2-57eda449cad0	36184070	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/55e9d96a-33c4-4999-b7e2-57eda449cad0	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Difficulty gaining weight	Difficulty gaining weight	PhenotypicFeature	Poor weight gain	HP:0001824	N	55e9d96a-33c4-4999-b7e2-57eda449cad0	36184070	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/55e9d96a-33c4-4999-b7e2-57eda449cad0	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Short stature	Short stature	PhenotypicFeature	Short stature	HP:0004322	N	55e9d96a-33c4-4999-b7e2-57eda449cad0	36184070	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/55e9d96a-33c4-4999-b7e2-57eda449cad0	
RIT1	RIT1	Gene	RIT1	NCBIGene:100155905	N	gene_associated_with_condition	biolink:gene_associated_with_condition	biolink:GeneToDiseaseAssociation	Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	55e9d96a-33c4-4999-b7e2-57eda449cad0	36184070	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/55e9d96a-33c4-4999-b7e2-57eda449cad0	
